City,BHK,Sqft,Bathrooms,Floor,Total_Floors,Distance_to_Center,Has_Swimming_Pool,Has_Gym,Is_Gated_Community,Per_Capita_Income_Lakh,Price_INR
Delhi NCR,5,8922,5,12,20,25.09,1,1,1,4.75,84168286.0
Mumbai,2,1152,2,29,30,25.37,1,1,1,4.13,20991702.0
Hyderabad,1,606,1,5,15,12.24,0,1,0,5.54,2635516.0
Ahmedabad,2,1011,2,3,11,9.84,1,1,1,2.8,6920487.0
Jaipur,3,1946,2,2,10,21.37,0,1,0,1.8,7573464.0
Kolkata,3,1533,3,12,14,27.87,0,1,0,2.5,8524553.0
Lucknow,3,1937,2,12,15,19.09,0,0,1,1.6,6720879.0
Chennai,3,1830,3,8,17,20.53,0,0,1,3.5,11155244.0
Mumbai,1,658,1,4,10,19.77,1,1,1,4.13,8935220.0
Chennai,3,1565,2,12,15,28.73,0,1,1,3.5,8243745.0
Kolkata,5,8060,4,13,18,14.14,0,0,1,2.5,60584698.0
Kolkata,5,6027,5,2,12,22.84,0,0,1,2.5,36334597.0
Chennai,5,5843,5,0,8,20.2,0,1,0,3.5,41691543.0
Pune,1,559,1,3,6,21.02,0,1,1,2.78,3972217.0
Hyderabad,4,2286,4,4,7,22.63,0,1,1,5.54,13280991.0
Lucknow,1,642,1,9,19,0.64,1,1,1,1.6,4314435.0
Chennai,3,1945,3,7,15,8.79,0,1,1,3.5,14792910.0
Pune,4,3887,4,6,14,16.13,0,1,1,2.78,30492074.0
Bangalore,1,526,1,13,17,10.16,1,1,0,9.8,6270448.0
Ahmedabad,3,1563,3,0,10,9.62,1,1,1,2.8,10291794.0
Delhi NCR,5,7851,4,0,9,9.76,1,1,0,4.75,140882978.0
Mumbai,4,3724,4,15,15,13.46,1,1,0,4.13,81052600.0
Bangalore,3,1897,3,38,45,8.09,1,1,0,9.8,24287120.0
Ahmedabad,3,1866,3,1,2,7.08,1,1,0,2.8,12339091.0
Chennai,1,601,1,12,12,0.86,0,1,1,3.5,5419519.0
Pune,4,3713,4,14,14,9.28,0,0,1,2.78,31414737.0
Lucknow,3,1769,2,0,6,0.28,0,0,0,1.6,10552112.0
Jaipur,4,3089,3,3,3,20.84,1,1,1,1.8,12647413.0
Hyderabad,2,1006,2,11,19,17.81,1,1,1,5.54,8066120.0
Hyderabad,3,1915,3,5,10,4.07,0,1,1,5.54,17629252.0
Kolkata,1,683,1,5,15,6.07,0,0,1,2.5,4548372.0
Pune,2,914,2,2,2,11.51,0,1,1,2.78,7123769.0
Chennai,4,2325,4,0,3,6.17,1,1,1,3.5,22586766.0
Ahmedabad,5,5431,5,15,24,13.89,0,0,0,2.8,27601937.0
Delhi NCR,5,5072,5,25,25,3.99,1,1,0,4.75,101681249.0
Hyderabad,3,1887,2,1,10,24.6,0,0,1,5.54,12260370.0
Chennai,5,5092,5,15,16,2.27,0,0,1,3.5,45003009.0
Jaipur,5,6970,5,2,12,2.76,1,1,1,1.8,50199144.0
Kolkata,4,2442,3,12,19,25.53,1,1,0,2.5,12398872.0
Delhi NCR,3,1578,3,31,34,0.53,1,1,1,4.75,23004664.0
Delhi NCR,4,3346,3,18,19,23.89,1,1,1,4.75,49357549.0
Chennai,1,530,1,13,22,19.05,1,1,1,3.5,4292049.0
Delhi NCR,4,3006,4,32,42,17.0,1,1,1,4.75,17287937.0
Ahmedabad,2,936,1,1,9,19.28,1,1,1,2.8,4689033.0
Hyderabad,4,3370,4,9,13,21.62,0,1,1,5.54,23941534.0
Hyderabad,3,1527,3,7,13,13.14,0,1,1,5.54,13012579.0
Hyderabad,4,2519,3,7,17,26.25,1,1,0,5.54,12765986.0
Pune,2,1019,2,1,5,12.05,1,1,1,2.78,9100715.0
Hyderabad,1,659,1,15,24,22.0,0,1,1,5.54,3992879.0
Ahmedabad,5,7890,5,1,8,7.6,0,1,0,2.8,61154827.0
Pune,5,4868,5,1,7,22.18,1,1,0,2.78,43015151.0
Ahmedabad,1,695,1,5,12,21.96,1,1,0,2.8,3759196.0
Mumbai,3,1312,3,17,26,20.48,1,1,1,4.13,31579879.0
Chennai,5,7057,5,14,23,1.47,1,1,1,3.5,122011681.0
Jaipur,2,902,2,2,7,6.32,1,1,1,1.8,5203541.0
Bangalore,3,1526,3,30,37,21.29,1,1,1,9.8,18299267.0
Bangalore,2,1005,2,34,43,9.93,1,1,1,9.8,14382990.0
Jaipur,5,8403,5,15,21,9.38,0,0,0,1.8,60517032.0
Jaipur,4,2545,3,2,5,24.31,0,1,1,1.8,8826644.0
Ahmedabad,5,5840,5,11,16,25.31,1,1,1,2.8,36108225.0
Hyderabad,4,3191,4,9,14,4.85,0,0,1,5.54,30031875.0
Chennai,2,1079,1,8,8,23.19,0,0,0,3.5,7683761.0
Kolkata,2,1034,2,5,6,28.94,0,1,0,2.5,4821457.0
Lucknow,1,630,0,7,17,1.25,0,1,0,1.6,3245104.0
Ahmedabad,2,825,2,2,9,24.1,0,0,0,2.8,2881619.0
Chennai,5,8497,5,13,14,25.39,1,1,1,3.5,81473482.0
Jaipur,5,5627,5,1,7,5.08,1,1,1,1.8,53954364.0
Delhi NCR,2,839,1,28,29,2.4,1,1,0,4.75,10541988.0
Mumbai,3,1395,2,33,33,18.38,1,1,1,4.13,38109189.0
Lucknow,4,3667,3,7,10,3.92,1,1,1,1.6,22663782.0
Lucknow,5,9249,4,2,8,16.55,0,0,1,1.6,54646856.0
Delhi NCR,1,525,1,7,13,13.47,1,1,0,4.75,6084267.0
Mumbai,1,469,0,39,48,26.29,1,1,1,4.13,7423468.0
Lucknow,5,9238,5,2,9,19.79,1,1,0,1.6,55603407.0
Lucknow,2,1130,1,13,21,16.82,0,1,0,1.6,5128660.0
Delhi NCR,2,995,1,29,32,15.06,1,1,1,4.75,13347488.0
Chennai,4,3585,4,9,10,26.2,0,1,1,3.5,24279615.0
Delhi NCR,1,428,0,15,20,3.46,1,1,1,4.75,6809776.0
Mumbai,1,602,1,2,9,29.21,1,1,1,4.13,10545092.0
Hyderabad,5,5278,5,7,14,28.93,1,1,1,5.54,62246331.0
Pune,3,1562,3,12,18,11.96,0,1,1,2.78,13398991.0
Ahmedabad,3,1448,3,7,11,11.36,0,1,1,2.8,8838453.0
Lucknow,4,2686,3,8,16,17.81,0,0,1,1.6,8172320.0
Mumbai,2,1052,2,33,39,28.12,1,1,0,4.13,13756249.0
Delhi NCR,2,1194,1,14,16,23.17,1,1,0,4.75,6921957.0
Chennai,4,2673,4,5,11,4.85,1,1,0,3.5,30270107.0
Kolkata,5,8694,4,3,12,14.05,0,0,1,2.5,57133732.0
Kolkata,5,8166,5,9,15,7.76,0,0,1,2.5,79337961.0
Mumbai,1,669,0,17,23,4.02,1,1,1,4.13,2000000.0
Lucknow,3,1397,3,13,15,20.73,0,1,0,1.6,4625652.0
Pune,5,7945,5,6,8,29.98,0,0,0,2.78,56661066.0
Mumbai,5,7755,4,33,40,2.4,1,1,0,4.13,484047562.0
Delhi NCR,5,9925,4,34,43,1.39,1,1,1,4.75,283070789.0
Hyderabad,3,1488,2,3,8,20.57,1,1,1,5.54,9611898.0
Pune,5,5583,4,9,9,25.13,0,1,0,2.78,50729712.0
Jaipur,1,626,1,7,10,1.66,0,1,0,1.8,3740057.0
Delhi NCR,2,1106,2,26,35,16.91,1,1,1,4.75,11423908.0
Pune,5,5259,5,2,11,9.58,1,1,0,2.78,49228142.0
Hyderabad,3,1671,3,13,17,23.66,1,1,1,5.54,10309227.0
Bangalore,2,879,2,10,18,23.81,1,1,1,9.8,6720982.0
Mumbai,5,9851,5,34,44,6.96,1,1,1,4.13,465868557.0
Ahmedabad,4,2697,4,4,8,16.85,0,0,0,2.8,11969779.0
Mumbai,3,1589,2,6,12,23.92,1,1,1,4.13,39874437.0
Mumbai,4,2417,3,35,44,4.98,1,1,0,4.13,75803333.0
Jaipur,5,5040,5,10,14,19.4,0,1,0,1.8,17768772.0
Ahmedabad,3,1971,2,8,18,17.16,0,0,1,2.8,9478444.0
Hyderabad,5,8344,5,7,7,15.16,0,0,1,5.54,64510102.0
Ahmedabad,1,449,1,14,21,12.54,0,1,1,2.8,2357251.0
Lucknow,5,9779,5,14,21,1.71,0,0,1,1.6,80550200.0
Chennai,2,1183,2,14,24,27.98,0,1,0,3.5,5794273.0
Ahmedabad,4,2515,4,13,13,29.01,0,0,1,2.8,8430613.0
Bangalore,5,9388,4,38,48,2.57,1,1,0,9.8,254265636.0
Pune,4,3356,3,9,13,11.74,0,0,1,2.78,21120086.0
Mumbai,5,7071,5,35,36,12.79,1,1,0,4.13,257193396.0
Chennai,1,511,1,3,13,16.05,0,1,1,3.5,4570117.0
Pune,2,881,2,13,17,25.47,1,1,1,2.78,5258619.0
Jaipur,4,3718,4,10,18,5.86,0,1,1,1.8,21865283.0
Ahmedabad,3,1321,3,8,11,1.15,0,1,0,2.8,7099125.0
Kolkata,5,5881,5,7,10,28.16,0,0,1,2.5,32461066.0
Delhi NCR,4,3471,4,10,10,14.6,1,1,0,4.75,40426987.0
Hyderabad,1,503,1,11,14,6.46,0,0,1,5.54,5073582.0
Bangalore,1,401,1,40,46,24.57,1,1,1,9.8,4205694.0
Pune,4,3422,4,9,16,9.79,0,0,1,2.78,32567167.0
Ahmedabad,4,2603,4,11,17,16.09,0,1,1,2.8,17371074.0
Hyderabad,1,571,1,12,16,3.87,0,1,0,5.54,7608247.0
Mumbai,4,3618,4,2,6,17.39,1,1,1,4.13,61494985.0
Bangalore,4,3831,4,17,25,8.42,1,1,0,9.8,36670925.0
Mumbai,4,3322,3,34,43,28.59,1,1,1,4.13,54242673.0
Pune,4,2255,4,13,14,10.8,0,0,1,2.78,15522293.0
Pune,2,820,2,9,12,18.71,0,1,1,2.78,6401874.0
Kolkata,2,1139,2,3,13,16.13,0,0,0,2.5,5152566.0
Pune,2,958,2,7,10,9.4,0,1,0,2.78,7994369.0
Jaipur,3,1511,3,6,7,16.2,0,1,0,1.8,6867879.0
Lucknow,1,486,1,1,2,29.96,0,1,1,1.6,2000000.0
Mumbai,5,6269,5,3,3,0.73,1,1,1,4.13,169193090.0
Lucknow,3,1701,3,11,21,9.51,0,0,1,1.6,8191995.0
Pune,5,5228,5,8,13,25.54,0,1,1,2.78,29534954.0
Chennai,5,7636,5,13,14,28.14,1,1,1,3.5,67814623.0
Chennai,3,1884,2,0,3,15.65,0,0,1,3.5,11371470.0
Bangalore,4,3213,4,28,31,3.92,1,1,0,9.8,48270375.0
Jaipur,5,5602,5,0,0,5.5,0,1,0,1.8,37321746.0
Bangalore,4,3723,3,1,11,20.6,1,1,1,9.8,41595893.0
Chennai,5,5522,5,1,6,19.27,0,1,0,3.5,40951230.0
Mumbai,3,1435,3,20,28,29.62,1,1,0,4.13,20447063.0
Bangalore,2,961,1,29,33,7.76,1,1,0,9.8,11783419.0
Mumbai,5,8759,5,5,10,7.39,1,1,0,4.13,260070281.0
Hyderabad,2,1025,2,15,25,7.06,0,1,1,5.54,11498664.0
Mumbai,1,480,0,26,36,8.44,1,1,0,4.13,9592784.0
Lucknow,3,1808,3,4,13,12.59,1,1,1,1.6,9438155.0
Hyderabad,4,3315,3,4,10,29.64,0,1,0,5.54,19366556.0
Bangalore,3,1438,3,4,13,19.59,1,1,0,9.8,11895286.0
Mumbai,5,8507,4,1,8,9.42,1,1,1,4.13,350474818.0
Delhi NCR,5,6025,5,28,29,2.08,1,1,1,4.75,94048343.0
Pune,2,1178,2,3,7,25.76,1,1,0,2.78,8775333.0
Kolkata,2,1016,1,3,4,8.55,0,1,1,2.5,7228835.0
Pune,5,8372,5,4,4,6.84,0,1,0,2.78,103637245.0
Hyderabad,2,838,1,2,11,24.35,0,0,0,5.54,5137219.0
Jaipur,2,977,2,5,15,19.24,0,1,0,1.8,4051023.0
Bangalore,1,608,1,4,6,23.68,1,1,0,9.8,6419292.0
Chennai,2,874,2,5,11,10.22,0,0,1,3.5,7006519.0
Delhi NCR,2,1002,1,29,38,25.84,1,1,1,4.75,9905576.0
Delhi NCR,1,629,1,26,31,9.95,1,1,1,4.75,5365131.0
Delhi NCR,3,1922,3,7,15,10.87,1,1,1,4.75,33013161.0
Jaipur,2,954,2,15,17,16.78,0,1,0,1.8,3547729.0
Bangalore,1,644,1,31,36,16.21,1,1,1,9.8,8902312.0
Chennai,5,8553,4,1,7,16.26,1,1,0,3.5,101647670.0
Mumbai,4,2500,4,23,31,4.06,1,1,1,4.13,46032743.0
Mumbai,5,5822,5,15,20,19.91,1,1,1,4.13,138331764.0
Ahmedabad,4,3637,4,2,4,24.75,0,0,1,2.8,15182767.0
Mumbai,4,2875,4,5,14,27.34,1,1,1,4.13,64443475.0
Hyderabad,1,455,1,15,16,27.35,0,0,1,5.54,2297547.0
Pune,2,901,2,4,13,28.84,0,1,1,2.78,5171533.0
Chennai,4,2323,4,11,18,0.43,0,0,0,3.5,13357822.0
Bangalore,2,1185,2,36,37,1.88,1,1,1,9.8,26654995.0
Ahmedabad,2,877,2,13,14,3.41,0,0,1,2.8,5164456.0
Chennai,2,853,2,12,20,23.78,0,0,1,3.5,4940593.0
Kolkata,5,5455,5,10,19,16.55,1,1,0,2.5,44239962.0
Bangalore,2,957,2,9,9,19.27,1,1,1,9.8,9289058.0
Lucknow,4,2342,3,2,11,19.28,0,0,1,1.6,8505620.0
Chennai,5,6154,5,3,8,14.47,1,1,1,3.5,79182109.0
Ahmedabad,2,1190,1,6,14,17.81,0,0,1,2.8,5589499.0
Hyderabad,1,568,1,14,14,28.05,1,1,0,5.54,4432649.0
Kolkata,1,453,1,3,3,13.69,0,1,0,2.5,2777274.0
Bangalore,3,1511,3,17,23,14.11,1,1,1,9.8,20723264.0
Jaipur,1,478,1,14,17,29.4,0,1,1,1.8,2000000.0
Hyderabad,3,1991,2,7,10,14.77,0,0,0,5.54,16483967.0
Ahmedabad,3,1967,3,6,13,11.08,1,1,0,2.8,13726237.0
Jaipur,1,559,1,11,11,1.51,0,0,1,1.8,3610534.0
Pune,4,2228,3,15,21,10.23,0,0,1,2.78,16470593.0
Bangalore,1,495,1,29,33,10.56,1,1,0,9.8,5978755.0
Mumbai,4,3326,3,30,36,9.54,1,1,1,4.13,94127319.0
Delhi NCR,2,1188,2,21,31,16.59,1,1,1,4.75,7863847.0
Chennai,4,3923,3,10,14,13.08,0,1,1,3.5,39144347.0
Bangalore,2,967,1,38,40,8.66,1,1,1,9.8,13623143.0
Pune,5,5279,4,6,13,26.29,0,0,0,2.78,36970409.0
Hyderabad,3,1976,3,14,22,28.41,0,0,1,5.54,10072458.0
Lucknow,3,1334,3,2,8,19.56,0,1,1,1.6,4234670.0
Ahmedabad,1,549,1,14,22,16.97,1,1,1,2.8,3090666.0
Chennai,3,1698,2,3,12,1.63,1,1,1,3.5,18751086.0
Bangalore,4,2398,4,9,15,1.28,1,1,1,9.8,40939208.0
Lucknow,4,3140,4,4,12,1.88,0,0,0,1.6,15618679.0
Hyderabad,2,1166,2,7,14,9.26,0,1,1,5.54,11032384.0
Jaipur,3,1358,3,14,22,17.88,0,0,1,1.8,5277670.0
Hyderabad,1,658,1,15,20,0.25,1,1,1,5.54,9531559.0
Mumbai,5,8619,5,6,11,24.93,1,1,1,4.13,327780582.0
Pune,4,3469,4,14,22,20.8,0,1,0,2.78,27650524.0
Lucknow,1,679,0,15,25,14.36,1,1,0,1.6,3446221.0
Delhi NCR,2,1067,1,40,42,15.56,1,1,0,4.75,12298840.0
Ahmedabad,1,458,1,7,8,23.28,0,0,1,2.8,2000000.0
Ahmedabad,5,9370,5,8,10,7.08,1,1,1,2.8,99569008.0
Bangalore,4,3649,4,5,6,21.76,1,1,0,9.8,37790410.0
Jaipur,2,1096,2,12,18,7.85,1,1,1,1.8,6715858.0
Kolkata,4,3298,3,8,17,21.6,0,1,0,2.5,18459824.0
Delhi NCR,3,1375,3,3,10,15.49,1,1,1,4.75,18456571.0
Hyderabad,3,1807,2,3,6,15.89,0,1,1,5.54,15538307.0
Kolkata,3,1375,3,13,17,12.17,1,1,1,2.5,11776558.0
Ahmedabad,3,1344,3,12,12,23.57,0,0,1,2.8,5749631.0
Bangalore,1,405,1,12,17,6.32,1,1,0,9.8,4350063.0
Lucknow,1,665,0,7,16,3.42,0,0,1,1.6,3258355.0
Delhi NCR,5,4603,5,21,30,12.63,1,1,0,4.75,44872426.0
Lucknow,5,5021,5,3,11,24.96,0,0,0,1.6,20243626.0
Lucknow,4,3419,4,5,7,23.28,1,1,1,1.6,15078565.0
Jaipur,5,7405,4,15,21,5.14,0,1,0,1.8,63234921.0
Pune,5,9433,5,12,17,23.32,1,1,0,2.78,136085118.0
Lucknow,1,577,0,8,9,7.53,0,1,0,1.6,2148577.0
Hyderabad,4,2252,4,2,4,22.52,1,1,1,5.54,18737673.0
Delhi NCR,2,912,2,38,40,24.71,1,1,1,4.75,5720309.0
Lucknow,1,492,0,1,9,6.9,0,0,1,1.6,2149408.0
Hyderabad,5,7930,5,14,18,26.9,1,1,1,5.54,81185111.0
Hyderabad,3,1828,3,5,8,25.46,0,0,0,5.54,11426724.0
Chennai,4,3755,4,14,18,4.6,1,1,0,3.5,41727967.0
Pune,1,635,1,9,17,23.49,0,0,1,2.78,4666331.0
Pune,2,988,1,3,10,14.69,1,1,0,2.78,7520204.0
Kolkata,2,979,2,13,20,6.19,0,0,1,2.5,7416362.0
Ahmedabad,5,9085,5,5,6,13.29,0,1,1,2.8,81348682.0
Pune,2,1158,1,12,16,28.83,0,0,1,2.78,4955140.0
Kolkata,3,1423,3,0,6,2.6,1,1,0,2.5,11238993.0
Lucknow,2,828,2,11,12,8.44,0,1,1,1.6,3947723.0
Lucknow,5,6718,5,13,17,28.74,1,1,1,1.6,38065953.0
Lucknow,4,2647,4,5,14,9.66,0,0,1,1.6,11555794.0
Chennai,2,1131,2,11,15,29.72,0,0,0,3.5,4422603.0
Hyderabad,1,476,1,3,6,15.66,0,1,1,5.54,3490740.0
Chennai,5,7427,5,0,9,24.8,0,1,0,3.5,74830158.0
Ahmedabad,5,9048,5,6,8,1.89,0,0,1,2.8,97676816.0
Chennai,1,564,1,13,13,16.28,0,1,1,3.5,3751381.0
Hyderabad,2,1098,1,15,21,1.8,0,0,1,5.54,12268044.0
Chennai,4,2913,4,8,12,4.04,0,1,1,3.5,29438828.0
Bangalore,1,655,1,1,7,11.04,1,1,1,9.8,6717681.0
Lucknow,5,8652,5,15,25,10.8,0,1,1,1.6,66404487.0
Lucknow,1,483,1,5,14,12.71,0,0,1,1.6,2000000.0
Jaipur,4,3892,3,10,14,23.5,0,0,1,1.8,16160240.0
Kolkata,1,679,0,1,5,1.98,1,1,0,2.5,6141822.0
Ahmedabad,5,9445,4,6,13,8.39,0,0,1,2.8,91443355.0
Delhi NCR,4,3003,4,23,24,19.82,1,1,1,4.75,23229791.0
Lucknow,5,4642,5,1,1,14.77,0,1,1,1.6,19863840.0
Pune,1,474,1,5,13,6.69,1,1,1,2.78,5705690.0
Lucknow,2,959,1,13,20,17.07,0,1,0,1.6,3685454.0
Mumbai,5,5158,4,40,47,0.17,1,1,0,4.13,223472774.0
Chennai,1,580,1,5,11,2.58,0,1,0,3.5,4921737.0
Kolkata,3,1387,2,4,8,27.58,1,1,0,2.5,7909874.0
Lucknow,5,6399,4,15,24,1.28,1,1,1,1.6,54183696.0
Bangalore,3,1731,2,11,13,10.94,1,1,1,9.8,19999114.0
Ahmedabad,2,1183,2,2,12,20.35,1,1,1,2.8,6762375.0
Delhi NCR,3,1407,3,25,26,1.1,1,1,1,4.75,27052027.0
Lucknow,1,576,1,11,12,14.57,1,1,0,1.6,2504548.0
Hyderabad,3,1752,3,8,8,16.29,0,1,1,5.54,18611899.0
Lucknow,2,845,2,1,6,20.24,0,1,1,1.6,3133288.0
Bangalore,1,473,0,24,24,29.76,1,1,1,9.8,3311236.0
Ahmedabad,5,7982,4,4,4,20.28,1,1,1,2.8,66443154.0
Hyderabad,1,436,1,4,14,22.59,0,1,0,5.54,2557785.0
Chennai,4,3509,4,8,17,28.25,0,0,1,3.5,19734323.0
Kolkata,3,1984,3,13,14,1.89,0,1,1,2.5,17174198.0
Mumbai,3,1701,3,26,29,28.34,1,1,1,4.13,30375473.0
Pune,3,1549,3,5,5,9.14,1,1,1,2.78,13283059.0
Bangalore,1,625,1,10,18,28.6,1,1,1,9.8,6325728.0
Jaipur,4,3346,3,4,4,6.24,0,0,1,1.8,15191289.0
Mumbai,1,447,1,16,17,26.5,1,1,1,4.13,5133195.0
Pune,5,6648,5,14,24,23.71,0,0,0,2.78,56867579.0
Pune,3,1695,3,10,15,14.93,0,0,1,2.78,15208134.0
Mumbai,2,911,1,9,14,9.22,1,1,0,4.13,18337635.0
Delhi NCR,5,6222,5,13,15,1.23,1,1,1,4.75,135539155.0
Hyderabad,5,5828,5,13,23,6.59,0,0,1,5.54,80550949.0
Jaipur,4,2530,4,7,10,23.38,0,0,0,1.8,9154836.0
Chennai,3,1931,3,12,13,3.04,0,0,1,3.5,15958191.0
Chennai,1,413,1,4,11,20.11,0,1,1,3.5,2148119.0
Pune,3,1696,3,2,11,29.94,0,1,0,2.78,6307729.0
Ahmedabad,1,635,1,3,12,0.0,0,1,0,2.8,4486909.0
Bangalore,4,3047,4,36,40,18.64,1,1,0,9.8,41147793.0
Bangalore,1,405,0,25,33,7.05,1,1,1,9.8,4358629.0
Pune,4,3552,3,2,11,15.08,0,1,1,2.78,31468456.0
Pune,5,7446,5,13,21,6.13,0,0,1,2.78,82771275.0
Ahmedabad,2,941,2,2,7,17.79,0,0,1,2.8,4274515.0
Chennai,4,3364,3,7,10,12.79,0,1,1,3.5,28198858.0
Lucknow,1,575,1,11,16,14.38,0,0,1,1.6,2078369.0
Bangalore,2,1152,1,21,27,19.28,1,1,0,9.8,11989542.0
Pune,1,466,1,2,7,3.12,0,1,1,2.78,4409606.0
Mumbai,5,9394,5,14,14,4.18,1,1,0,4.13,487906461.0
Mumbai,3,1567,2,34,44,17.78,1,1,1,4.13,36611023.0
Bangalore,2,851,1,21,31,16.97,1,1,1,9.8,9420152.0
Kolkata,2,831,2,9,12,10.64,0,0,0,2.5,5706971.0
Ahmedabad,2,1116,1,11,21,20.2,0,1,1,2.8,5842916.0
Jaipur,2,962,2,14,21,25.75,1,1,0,1.8,3716600.0
Pune,2,1021,2,14,15,18.94,0,1,0,2.78,7186728.0
Kolkata,2,1185,1,10,19,5.01,0,1,0,2.5,8857182.0
Ahmedabad,1,442,0,11,21,6.24,1,1,1,2.8,3345441.0
Pune,1,460,1,4,11,14.71,0,1,0,2.78,4690349.0
Jaipur,3,1751,2,7,16,5.32,1,1,1,1.8,11589988.0
Lucknow,4,3864,3,1,11,11.71,0,0,1,1.6,13052856.0
Mumbai,3,1356,2,23,25,25.89,1,1,0,4.13,19590777.0
Lucknow,3,1621,3,4,11,20.92,1,1,0,1.6,5122010.0
Lucknow,1,638,0,0,4,8.11,1,1,1,1.6,3225839.0
Chennai,4,2206,3,10,11,15.74,0,0,1,3.5,9855578.0
Ahmedabad,4,3229,4,9,9,17.51,0,0,0,2.8,13426885.0
Delhi NCR,2,1167,2,19,19,16.81,1,1,1,4.75,7187160.0
Delhi NCR,3,1756,2,11,11,17.38,1,1,1,4.75,18218440.0
Mumbai,4,3269,4,15,23,10.83,1,1,1,4.13,77910095.0
Lucknow,4,2300,4,13,18,7.35,0,1,1,1.6,11890178.0
Kolkata,5,5903,5,1,10,6.89,0,1,0,2.5,51792448.0
Lucknow,5,5548,5,0,0,26.35,1,1,1,1.6,21749074.0
Hyderabad,1,695,1,6,8,14.43,1,1,0,5.54,6541248.0
Ahmedabad,2,899,2,13,14,13.89,0,0,0,2.8,5237635.0
Bangalore,3,1787,3,1,5,13.4,1,1,1,9.8,20720112.0
Kolkata,4,2244,3,2,7,25.24,0,0,1,2.5,9724944.0
Bangalore,2,960,1,24,30,7.83,1,1,1,9.8,9298540.0
Jaipur,3,1660,3,8,9,12.18,0,0,0,1.8,6323310.0
Jaipur,4,3182,4,10,14,5.57,0,0,1,1.8,17594730.0
Lucknow,2,1064,2,11,15,12.08,0,0,1,1.6,4789489.0
Mumbai,5,5049,5,20,22,14.9,1,1,0,4.13,137117900.0
Lucknow,1,414,1,11,18,12.59,0,1,1,1.6,2000000.0
Jaipur,1,637,1,2,5,18.74,0,0,1,1.8,2546426.0
Bangalore,2,886,2,12,14,18.8,1,1,0,9.8,9507376.0
Lucknow,5,9434,5,4,11,27.15,0,0,0,1.6,40710232.0
Mumbai,3,1387,3,21,26,13.58,1,1,0,4.13,31508917.0
Chennai,4,2668,3,0,5,22.45,0,1,0,3.5,13009396.0
Bangalore,1,627,1,5,5,17.32,1,1,1,9.8,6344200.0
Kolkata,3,1849,3,15,22,23.55,1,1,1,2.5,11732091.0
Ahmedabad,2,1043,2,5,5,24.16,0,1,1,2.8,5410981.0
Pune,3,1894,3,7,8,3.66,0,0,0,2.78,13482386.0
Mumbai,2,1053,2,10,19,15.39,1,1,0,4.13,23805246.0
Delhi NCR,5,5751,4,32,38,11.28,1,1,1,4.75,118886549.0
Bangalore,1,443,1,0,5,0.8,1,1,0,9.8,7163687.0
Bangalore,3,1406,3,30,35,9.68,1,1,0,9.8,21014916.0
Jaipur,5,8442,4,13,14,29.6,0,0,0,1.8,42819749.0
Chennai,5,9853,5,4,12,24.38,0,0,1,3.5,104307756.0
Hyderabad,1,476,0,4,14,18.81,0,0,1,5.54,2422427.0
Lucknow,3,1889,3,14,21,5.86,1,1,0,1.6,9255338.0
Bangalore,5,9741,4,17,24,14.66,1,1,1,9.8,183484930.0
Kolkata,4,3128,3,8,12,0.33,0,1,1,2.5,22058716.0
Hyderabad,2,987,2,6,7,10.93,1,1,0,5.54,11329789.0
Bangalore,2,902,1,4,11,24.13,1,1,1,9.8,9926105.0
Chennai,1,512,1,3,8,10.4,1,1,1,3.5,4092497.0
Pune,5,4548,5,4,13,7.34,1,1,1,2.78,51205389.0
Chennai,2,1141,1,11,16,24.11,1,1,1,3.5,7635235.0
Pune,5,5362,5,7,17,25.39,0,0,1,2.78,39149767.0
Bangalore,2,898,2,12,17,2.6,1,1,0,9.8,13016079.0
Delhi NCR,5,8716,5,21,25,15.55,1,1,0,4.75,154377160.0
Pune,2,855,1,4,7,12.84,0,0,1,2.78,6117102.0
Delhi NCR,3,1741,3,16,19,5.92,1,1,1,4.75,26933231.0
Lucknow,4,3919,4,2,4,29.27,0,1,1,1.6,13822419.0
Jaipur,3,1981,3,6,12,28.51,0,1,0,1.8,6249336.0
Mumbai,4,2467,3,31,32,11.26,1,1,1,4.13,85305989.0
Hyderabad,1,459,1,1,8,29.22,0,1,1,5.54,2000000.0
Delhi NCR,1,548,1,5,7,9.26,1,1,1,4.75,5861893.0
Delhi NCR,3,1898,3,2,9,29.59,1,1,0,4.75,16550037.0
Lucknow,2,1016,2,7,13,1.47,0,1,0,1.6,5138531.0
Chennai,5,6740,4,13,16,12.57,1,1,1,3.5,82808287.0
Lucknow,4,2708,3,8,12,16.12,0,1,1,1.6,11509373.0
Kolkata,3,1811,3,12,14,20.26,1,1,1,2.5,10639408.0
Chennai,5,5758,5,8,10,0.01,1,1,0,3.5,80266275.0
Chennai,5,7551,5,0,5,1.89,0,1,1,3.5,99264893.0
Delhi NCR,1,544,0,39,44,3.88,1,1,0,4.75,6588382.0
Hyderabad,4,3196,4,11,11,16.13,0,1,1,5.54,36963760.0
Hyderabad,3,1848,3,12,13,3.38,0,0,1,5.54,15033292.0
Mumbai,1,510,1,25,34,6.32,1,1,1,4.13,17952960.0
Hyderabad,4,3201,4,5,7,6.89,0,0,0,5.54,24277936.0
Jaipur,2,957,2,7,14,17.56,0,1,1,1.8,3657709.0
Pune,1,551,1,11,15,28.09,0,1,0,2.78,3347531.0
